,clean_text,Party,Textblob_Sentiments,Emotions
976,Why don t we Canadians know that we are in the top 10 leading countries with cleanest air quality not pollution. #elxn43 #cdnpoli,other_election_topics,0.5,Positive
977,Say no more. As a former Alberta Premier how can you justify saying you are voting NDP in #elxn43 ?,ndp,-0.125,Negative
978,Tx for the information the has over 150 current MP s. Signed up to push for the Right to a healthy environment; but clearly we have a lot more work to do collectively to get our parliamentarians informed on track! #bluedot #elxn43 #ClimateAction',unrelated tweets,0.3021428571428572,Positive
979,"Good for them! However, what a tone deaf tweet by you You are sworn to be impartial. To tweet this just days before the election is anything but. No wonder your reputation has taken a hit over the last 4 yrs. You have become political. #shame #cdnpoli #elxn43'",other_election_topics,0.2916666666666667,Positive
980,Vendors. What exactly does sell? #ScheerHypocrisy #TrudeauMustGo #cdnpoli #elxn43',other_election_topics,0.25,Positive
981,"""One of the RCMP officers told one of the women holding the Stanton sign to stop swearing or he would arrest her..."" Arrested for swearing. Trudeau did that in the House of Commons! #cdnpoli #elxn43'",liberals,-0.0625,Negative
982,European governments with PR governments have nice transportation systems including fast trains. #cdnpoli #elxn43',other_election_topics,0.2666666666666667,Positive
983,"In the US, which mostly uses first-past-the-post, the extremist Republicans support the extremist president, Donald Trump. In Ontario, an extremist named Doug Ford and his extremist Conservative Party control the government thanks to FPTP. #cdnpoli #elxn43'",conservatives,0.35,Positive
984,"When Lisa Raitt considers it beneficial, she cites her Cape Breton roots, yet she, her ideology/practise of it are universe away from the culture, needs of hardscrabble, decades-exploited mining roots and pro-unionism there. Her anti-lab work in Harper govt is remembered. #elxn43'",unrelated tweets,0.0,Neutral
985,Isn t it about time Canada s finger-wagging preachy legacy MSM pulled its heads in for a while. Not as if they haven t already generated a massive public audience tune out/turnoff with its self-obsessed know-it-all #elxn43 coverage.',unrelated tweets,-0.06666666666666667,Negative
986,Dirty politics is the hallmark of those who have no respect for the voters they seek to manipulate. Stand with and let s #MakingCanadaBetterTogether #VotePPC #elxn43 #cdnpoli',other_election_topics,-0.6,Negative
987,It is crazy here right now. Great mood. All the surrounding candidates are here too! #elxn43',unrelated tweets,0.2285714285714286,Positive
988,This makes me so happy! #elxn43 #ChooseForward',unrelated tweets,1.0,Positive
989,Another self-aggrandizing media minion claiming moral superiority. #elxn43 #cdnpoli #cdnpoli',other_election_topics,0.0,Neutral
990,"So, does the $600000000 media bailout is promising you fall under rule #2 Robyn? #cdnpoli #elxn43 #elxn #elxn2019'",other_election_topics,0.2,Positive
991,have the plan to support the change needed. There are good jobs available. #elxn43,unrelated tweets,0.55,Positive
992,"Read the platform. #Greens support for middle class, blue collar those struggling in poverty is better than the other options. Greens have a costed plan to get industry workers retrained for the millions of new green economy jobs necessary! #elxn43",other_parties,0.04448051948051947,Positive
993,Anything for a govt grant. I m gonna apply to test if people snack more on legal vs illegal weed and if their snack choices vary. Should be good for $1-2 mill from #Liberals wait....they ll be gone Monday night! Fingers crossed #Vote #elxn43',liberals,0.26875,Positive
994,"Rosie Barton reporting this is like Justin Trudeau reporting it. Go away, Rosie. #elxn43 #cdnpoli'",liberals,0.0,Neutral
995,Did Andrew Scheer also hire Warren Kinsella to launch a Smear Campaign against Justin Trudeau? Warren Kinsella has been actively promoting these FAKE SCANDALS on Twitter! #cdnpoli #elxn43',liberals,-0.3791666666666667,Negative
996,"Be careful , if you retweet this tweet, Rosie might sue you. #elxn43 #cdnpoli #onpoli'",other_election_topics,-0.1,Negative
997,Dry cough not an issue. That she works for CBC that s the issue. #DefundCBC #TrudeauMustGo #elxn43 #cdnelxn2019 #cdnpoli',other_election_topics,-0.06666666666666665,Negative
998,No one said they ld ramp up an 80 Billion dollars debt in four years either......Trudeau actually promised a 1 Billion Dollar deficit. Now he s promising an additional 100 Billion dollar debt He will bankrupt Canada #cdnelxn2019 #elxn43',liberals,0.1,Positive
999,"We can discuss this once candidates stop talking about reopening the #abortion debate. ""Garnett Genuis warns Singh s radical left-wing ideology could prevent Conservatives from reopening abortion debate""",conservatives,0.0,Neutral
1000,Choose Forward! #TrudeauMustGo #DefundCBC #elxn43 #cdnpoli,other_election_topics,0.0,Neutral
1001,We all know the answer to that #cdnpoli #elxn43',other_election_topics,0.0,Neutral
1002,"needs your support in #Lethbridge in the last 2 days of #ELXN43. Help knock on doors and volunteer on #GetOutTheVote on Election Day, Monday at",unrelated tweets,0.0,Neutral
1003,"Again, he was at the doors. Over 40,000 to be exact. Elections are won at the doors. #VictoryIsKnocking #elxn43 #cdnpoli #cpc'",conservatives,0.25,Positive
1004,"Oh, look, more #Conservatives under investigation. #elxn43 #cdnpoli",conservatives,0.5,Positive
1005,"This is important! The lengths that the Conservatives will go to in order to win is boundless! I\'ve always said that their mantra is ""The ends justify the means it\'s just that simple! #cdnpoli #elxn43'",conservatives,0.2625,Positive
1007,"which has been raising funds from public is now campaigning for JWR, against the wishes of donors. A friend who complained got the donation refunded. #cdnpoli #elxn43'",other_election_topics,-0.15,Negative
1008,Revenge on mgt. no longer with the company sure comes with a high cost No other party cept LIBS cared about the thousands of our fellow citizens and their communities which are now being devastated #ChooseForward #cdnpoli #cdnpolil #Quebec #elxn43',other_election_topics,0.2408333333333333,Positive
1009,Real Working People We Want a Pipeline,unrelated tweets,0.2,Positive
1010,Agreed. Not one leader has stated their position on #pizzafriday. #elxn43,unrelated tweets,0.0,Neutral
1011,"Also with 5 of 10 provinces with Conservative governments it opens the door for Charter challenges, including LBGTQ2 rights, reproductive rights and the environment. We already know they are tearing down green initiatives. is a snake in the grass. #cdnpoli #elxn43'",conservatives,-0.1777777777777778,Negative
1012,"It is definitely on their agenda. I am 60 and had access to healthcare, including abortion, for my entire adult life. I want every woman to have the same access to healthcare that I did for eternity. #prochoice #MyBodyMyChoice #TeamTrudeau #elxn43'",liberals,0.025,Positive
1013,"Here is the story, and yes she did. #BuhBye #elxn43",unrelated tweets,0.0,Neutral
1014,We dont respect the radical socialst NDP #elxn43,ndp,0.0,Neutral
1015,"Won t massively hike but a small hike probably not out of the question. Let s put this in the same column as the home sale tax. It s happening , we just don t know how much. Life is already to expansive under #TrudeauMustGo #cdnelxn2019 #elxn43 #cdnpoli'",other_election_topics,-0.0125,Negative
1016,"In #willowdale too. Daniel Lee stooping to this level is no surprise, though. #cdnpoli #elxn43'",other_election_topics,0.0,Neutral
1017,"This is why he wanted to change the rules to attend only once a week, not having any answers to questions ever! #elxn43 #TrudeauMustGo",unrelated tweets,0.0,Neutral
1018,is winning the sign war in Mississauga-Lakeshore. #elxn43,unrelated tweets,0.5,Positive
1019,"To be clear, the reasons the Schmear thugs do not deserve to form the gov is their outrageous lies, distortions, stomach churning personal attacks against the PM disqualify them. Not here, NOT in Canada. PERIOD. #elxn43'",unrelated tweets,-0.35,Negative
1020,Transparent like a sheet of drywall...and just as interesting. #cdnpoli #elxn43',other_election_topics,0.5,Positive
1021,And what are some of the ways he may pay for it? A GST hike? Uh oh. Now the CBC and the Huffington Post are going to accuse me of making things up. #elxn43 #cdnpoli',other_election_topics,0.0,Neutral
1022,Would be nice if our independent newspapers took up balanced reporting. We do need to TRANSITION to clean energy. Alberta can be a leader. We all recognize the importance oil plays in our lives and the economy at this time. Recognize the need to change. #cdnpoli #elxn43',other_election_topics,0.3222222222222222,Positive
1023,"I m sure you guys are this upset when the media goes after Trudeau like a pack of wolves especially when he has to respond to made up lies like a non-existent GST hike or those gotcha questions from Rebel after the debates. So STFU, McGregor is doing his job! #elxn43 #cdnpoli'",liberals,0.25,Positive
1024,"You ve worked so hard and you ve earned this riding based on integrity, solid knowledge of the issues facing #VanGran and the understanding that PM is our present and our future! Proud of you my friend! You got this! Aho! #ChooseForward #FourMoreYears #elxn43",unrelated tweets,0.1416666666666667,Positive
1025,"needs your help in this final stretch of #Elxn43 in #ReginaWascana! Help Tamela knock on doors and #GetOutTheVote on Monday, election day!",unrelated tweets,0.0,Neutral
1026,A good economy Healthcare Education Jobs These are real things that directly impact our lives that matter. None of your list items impact your life in any way #chooseforward #elxn43',unrelated tweets,0.3333333333333333,Positive
1027,And if he made a video on Scheers behalf put it on Ontario Proud and Canada Proud to endorse Scheer you and a few others would have said nothing. Keep up the good work Tyler! #elxn43',unrelated tweets,0.5687500000000001,Positive
1028,Does not matter that he worked for the Liberal government for the summer. That is the party he believes in. That does not mean he is not an RN student. It means he goes out and works in his spare time to help pay his education. #Trudeau2019 #elxn43',liberals,0.15625,Positive
1029,Target Read stuff... The real facts. #CanadaElection2019 #cndpoli #elxn43 #elxn2019 #toronto #ottawa #cdnelxn2019,unrelated tweets,0.2,Positive
1030,"Liberal regression, illiberal rise. No freedom of belief/expression, tolerance permitted, Canadians punished if try, as thousands of vulnerable women/girls who lost services as food/shelter, due to unconstitutional religious attestation. Despicable by Justin Trudeau #elxn43'",liberals,-0.2083333333333333,Negative
1031,unless they experience it differently..? #KokaneeGrope #ElbowGate #SNCLavalinScandal #FakeFeminist #cdnpoli #elxn43',other_election_topics,0.0,Neutral
1032,No. And campaigns of any political stripe have a long tradition of using PR firms during an election. Journos might ask all other leaders if they R using Comms firms. #insideBaseball #elxn43',unrelated tweets,-0.05833333333333333,Negative
1033,That a political comms guy was hired for political comms work? No. But Bernier will never turn down an opportunity to put himself up on a cross and cry martyrdom. #cdnpoli #elxn43 #MaximeFamilyCult',other_election_topics,-0.0388888888888889,Negative
1034,"We have a blackface-wearing, budget-busting, ethics-challenged, justice-obstructing, terrorist-paying, fake-feminist, woman-groping, serial liar PM, we re supposed to care that the Tories might have hired someone to dish dirt on an irrelevant party? #elxn43'",unrelated tweets,-0.5,Negative
1035,yes. Their campaign was attacking individuals on social media not affiliated with any party as racist whenever China and money laundering was brought up and tried to insinuate security concerns as hate speech #cdnpoli #elxn43,other_election_topics,-0.3833333333333334,Negative
1036,Lol...the #kinsmella fella must feel like a dirty rag by Now Every party has wiped their boots on his #character #thebottom #Grifter #elxn43',unrelated tweets,-0.6,Negative
1037,This #elxn43 tweet needs to be on a T-shirt. I will buy seven',unrelated tweets,0.0,Neutral
1038,"Agreed. Bad choices by bad gov. But dreaming is not going to make reality better. And the NDP will make things worse with more deficit spending, higher taxes and a higher cost of living. #VoteWisely #Canada #elxn43 #cdnpoli'",ndp,-0.04285714285714283,Negative
1039,"Dancing around, focusing on celebrity promising everything anything to everyone without a feasible plan is absurdity. Canadians need a leader who understands all the issues domestic foreign and can navigate Canada through these challenges. The #NDP is not it. #elxn43'",ndp,0.025,Positive
1040,I don t want to dream big I want reality. Aho! #ChooseForward #Indigenous #BC #climatestrikecanada #MotherEarth #elxn43,unrelated tweets,0.0,Neutral
1041,No disrespect intended but I don t respect you. #elxn43',unrelated tweets,0.0,Neutral
1042,"time to make history by guaranteeing CRPD #humanrights to disabled Canadians committing to legislation for International Covenant on Economic, Social, and Cultural Rights",unrelated tweets,0.02666666666666666,Positive
1043,"said cancelling TMX is the price that will be paid for NDP to support a Trudeau minority. This would be the end of Canadian prosperity. We will become Venezuela, or be broken into pieces. #CanadaDeservesBetter #elxn43",liberals,-0.4,Negative
1044,My mind was made up in 2015. Scheer could kick the shit out of Trudeau and I would still vote Conservative. That is a bad analogy but it is my story. #TrudeauMustGo #twatwaffle #cdnpoli #elxn43',other_election_topics,-0.45,Negative
1045,"Even though he\'s ""Liberal Lite"" he\'s incrementally a step in the right direction. Canada could use boring leadership we don\'t have to worry about operating behind the scenes. We\'re four pipelines away from becoming a prosperous nation again. #elxn43'",liberals,-0.1660714285714286,Negative
1046,"Good or bad, it happened down south and can happen here too. Polls are often wrong! #TrudeauMustGo #elxn43'",unrelated tweets,-0.1951388888888889,Negative
1047,Thanks for fighting for us PPC! You re doing great work. We could not have defeated Scheer without all your help! #Elexn43 #elxn43 #PPCmajority #PPC2019 #Ontario #ppcpurge,other_parties,0.625,Positive
1048,How pathetic that Conservatives have too hope for vote splitting on the left for Scheer to win. This should have been a slam dunk election for him with all of Trudeau s corruption and pitting diff areas of the country against each other. #elxn43',liberals,-0.08124999999999999,Negative
1049,Well done #elxn43 #cdnpoli,other_election_topics,0.0,Neutral
1050,"Ah, yes, the good ol\' ""Conservative Reacharound""...maybe Jason Kenney\'s motivation for leaving the Young Liberals in the 80s...? #abpoli #cdnpoli #elxn43'",liberals,0.4,Positive
1051,How he has the support of ~35% of Canada is beyond me. #elxn43',unrelated tweets,0.0,Neutral
1052,"The vets of #Canada ask more than they can give, is just a lie. They give $243 Million to Afghanistan vets, and 5 hotels and a full red carpet ride to any criminal. #endthecharade #elxn43 #SaturdayThoughts'",unrelated tweets,0.1125,Positive
1053,It all comes down to Monday! #elxn43 #cdnpoli #pharmacare',other_election_topics,-0.1944444444444445,Negative
1054,Only votes moving will be from #CPC to #PPC. I have no problem with a few hundred votes changing parties. #elxn43',conservatives,-0.1,Negative
1055,"Your problem Tom is this: has no record and no equitable approach to raising funds to pay for a buffet of programs. That\'s not my view, that\'s a prevalent societal view. And the old axiom of how ""Nice guys finish...."" Thoughts? #elxn43 #ItsOurVote #cdnpoli'",other_election_topics,0.35,Positive
1056,I agree Ms. Trish. I added a next to the WK scorpion on my profile. Always see him as a snake in the grass anyway. I will be following this story and waiting for justice to come crashing down on the Kinsellas. Treasonous acts deserve penalty. #elxn43',unrelated tweets,-0.05185185185185186,Negative
1057,"Although I view all polls with skepticism, just a few more percentage points from the NDP would hopefully sink her. #cdnpoli #elxn43",ndp,0.15,Positive
1058,and I really enjoyed meeting you this morning! #cdnpoli #elxn43 #teamIqra',other_election_topics,0.625,Positive
1059,"If you have not voted, Monday is your last chance. Please vote, ecery one counts this time! #elxn43'",other_election_topics,0.0,Neutral
1060,notice you deflected from topic to fearmonger with lies? sheep leading sheep #cdnpoli #elxn43',other_election_topics,0.0,Neutral
1061,"Right. Some might say, IF you live in Regina #Wascana you vote for Liberal incumbent to deny the Conservative, and, IF you live in #ReginaLewvan, then some might say you vote for Jigar Patel of the NDP to defeat Con SteinleySP. Both races super tight #elxn43 #yqr'",other_election_topics,0.1426406926406926,Positive
1062,"Monday Oct. 21, 2019. there is only one person who deserves the votes from the people of #Milton that is Proven. Tried. True to his word of representing the best for the people of #Milton for all Canadians. #ChooseForward #elxn43'",unrelated tweets,0.45,Positive
1063,"Watching before during this #elxn43 elxn it has been possible to see his dedication to the people of his riding of #Milton and somewhat more importantly, he has elevated conversations across Ontario Canada. #ChooseForward'",unrelated tweets,0.3,Positive
1064,we are cheering you on from #WesternCanada. Put Justin out of a job. #cdnpoli #elxn43 #cdnelxn2019,liberals,0.0,Neutral
1065,"Andy knows is practicing propaganda to attempt to steal our democracy. Andy is immoral, unfit, and IMO a weasel. #elxn43 #cdnpoli'",other_election_topics,-0.1,Negative
1066,#AnxiousAndrew isn t at all threatened by the far-right PPC #cdnpoli #polcan #elxn43 #ItsOurVote',other_parties,0.0,Neutral
1067,Using postmedia as a political weapon was exposed months ago when they decided to go hard right and started replacing reporters with lobbyists. I wonder how much money foreign postmedia got for interfering in our election. #elxn43',unrelated tweets,0.0138095238095238,Positive
1068,Correction: He is not a former sensation. He is a current sensation. #elxn43 #ChooseForwardWithTrudeau',unrelated tweets,0.0,Neutral
1069,"I tweet about the IDU in hopes others will check into it. Just looking at the list of members and the description of what they stand for, is enough to scare anyone. #elxn43 #ScheerLies #ScheerCuts #ChooseForwardWithTrudeau'",unrelated tweets,0.0,Neutral
1070,"Why does the story keep changing? Why none of fellow Trudeau teachers came out to debunk this ""kinsnella production""? Why did Trudeau need lawyers to leave the school? #elxn43 #cdnpoli",liberals,0.0,Neutral
1071,despicable behaviour from the conservative regime... I do not support the ppc platform but Scheer s outrageous behaviour has no place in our country and should be addressed accordingly at the ballot box. #regina #skpoli #cdnpoli #elxn43',conservatives,-1.0,Negative
1072,"#Millennials are facing #ClimateCatastrophe. It s all around them.They see! If they research, they ll know are the only party willing to meet the Paris targets, support women s right to choose, ensure jobs transition to green economy, lower student debt. #elxn43'",other_parties,0.08392857142857142,Positive
1073,"He s not very bright. Internet can find his dirty deeds, even if deleted. A threat to Canada in aiding the alt-right to gain power, just to own the Libs. He s dangerous and needs to be held accountable. #elxn43 #ChooseForwardWithTrudeau #KinsellaGate'",unrelated tweets,-0.2173076923076923,Negative
1074,I m blocked my the Dark one and on a retweet mission as well. Good to know we are not alone. #StrongerTogether Cheers! #elxn43 #ChooseForwardWithTrudeau #ScheerLies',unrelated tweets,0.3625,Positive
1075,"We are doing everything we can to protect our nation. Our party is not at all about any world view. It is about protecting Canadian values and prosperity. And yes, we are passionate about that. #PeoplesPartyofCanada #choosemaxime #PPC2019 #elxn43 #cdnelxn2019'",unrelated tweets,-0.05,Negative
1076,"""Jaime Watt is the executive chairman of Navigator Ltd. and a Conservative strategist. He is a freelance contributor for the Star. While not currently engaged by SNC-Lavalin, Watt s firm has advised the company in the past."" #cdnpoli #elxn43'",conservatives,-0.15,Negative
1077,"Happy #Caturday All! ""Keep your thoughts positive, they become your words. Keep your words positive they become your behaviours. Keep your behaviours positive they become your habits.""~Mahatma Gandhi (Born Oct. 1869) Think of animals #elxn43",unrelated tweets,0.4204545454545455,Positive
1078,Complete nonsense Experts dispute Scheer s claims about forming government,unrelated tweets,0.1,Positive
1079,They don t own your vote Singh pushes back on Liberal scare-tactics about voting NDP #YSW #elxn43 #cdnpoli,other_election_topics,0.3,Positive
1080,"Scheer was clear, not a half- truth, he will not support LGBT-Q Communities is strongest on inclusive values. #elxn43 #VoteMonday #UpRiSingh'",unrelated tweets,0.09166666666666667,Positive
1081,A star Liberal candidate and environmentalist says it is unlikely any new pipelines will be built under a Liberal government #TrudeauMustGo #cdnpoli #elxn43,liberals,-0.1818181818181818,Negative
1082,Conservatives were trying to make their election platform as invisible as Doug Ford... it is the offering of a party that knows enough to be scared of its own shadow. #cpc #elxn43 #cdnpoli #ScheerLies #onpoli,conservatives,0.3,Positive
1083,"Forgotten, it seems, is that the Conservatives in power federally and provincially were still incapable of getting a pipeline built, mainly because of their climate science avoidance and disrespect of due process. #abpoli #ableg #cdnpoli #elxn43",conservatives,0.02083333333333333,Positive
1084,I will NOT vote Liberal! Who s with me? #elxn43 #cndpoli #Vote2019,liberals,0.0,Neutral
1085,I will NOT vote NDP! Who s with me? #elxn43 #cndpoli #Vote2019 (Only seems fair),ndp,0.35,Positive
1086,Life has gotten even more expensive for WHO? The rich who have to pay more tax and can t use loopholes? I don t care about more money in my pocket if it s at the expense of the less fortunate s quality of life. #chooseforward #voteliberal #elxn2019 #elxn43 #cdnpoli,other_election_topics,0.2297619047619048,Positive
1087,The fate of Canada and our incredible province of Alberta rests in your hands. Calgary CEO #elxn43 #cdnpoli,other_election_topics,0.9,Positive
1088,"The stock and bond markets proved world beaters with the best returns and most stability. AN ABSOLUTE LIE BY A FAWNING EDITIOR (#HappyDays )! Oct 19, 2015 to yesterday, DowJones return is 55%. Same period tsx300 is 19%. #FakeNews from #cdnpoli #elxn43",other_election_topics,0.4375,Positive
1089,"The stock and bond markets proved world beaters with the best returns and most stability. AN ABSOLUTE LIE BY A FAWNING EDITIOR (#HappyDays )! Oct 19, 2015 to yesterday, Russ2000 return is 32%. Same period tsx300 is 19%. #FakeNews from #cdnpoli #elxn43",other_election_topics,0.4375,Positive
1090,"The stock and bond markets proved world beaters with the best returns and most stability. AN ABSOLUTE LIE BY A FAWNING EDITIOR (#HappyDays )! Oct 19, 2015 to yesterday, s ;p 500 return is 47%. Same period tsx300 is 19%. #FakeNews from #cdnpoli #elxn43",other_election_topics,0.4375,Positive
1091,"There s one thing I don t want to see in Canada, the Trump mentality going north Jean Chr tien #cdnpoli #elxn43",other_election_topics,0.0,Neutral
1092,"They re dry and warm, Hee said, a better alternative to sleeping on the ground.",unrelated tweets,0.3444444444444444,Positive
1093,"This is the most reckless rhetoric of any Canadian leader in the past 50 or 60 years. It is separatist rhetoric, in that it invokes the citizens of one province to tame or nullify the valid concerns of the citizens of another province. #elxn43",unrelated tweets,0.01111111111111111,Positive
1094,We are doing this because our future is at stake. Let s vote like our future is at stake on Monday too. #elxn43 #cdnpoli #FridaysForFuture #ClimateChange,other_election_topics,0.0,Neutral
1095,We don t respect Conservatives. I will NOT vote NDP! Who s with me? #elxn43 #cndpoli #Vote2019,conservatives,0.0,Neutral
1096,Why did you paint your face brown? Did you paint your nose and your hands brown? A leader of a G7 country... #Trudeauneedsakickintheass #AttackCanoes #Scheer4PM #TrudeauWorstPM #CPCMajority #elxn43 #cdnelxn2019,unrelated tweets,0.0,Neutral
1097,"Ignore the #fakenews, the last minute polls show a tight race, with a slight edge to #LPC. This is a ploy to push leftist voters to support Justin, in a bid for a majority. is always the most accurate, and he is suggesting a 4-5% lead for #CPC. #elxn43 #cdnpoli'",liberals,0.08412698412698415,Positive
1098,"Remember folks, Trudeau has cancelled the deportation of all illegal criminal gangs/migrants/drug runners/illegal gun runners human traffickers. #elxn43 #cdnpoli #TrudeauMustGo #ChooseForward",liberals,-0.3,Negative
1099,#republicanism #Scheer imports to #Canada #elxn43 #elxn2019 #crooks #rightwing #newfascists,unrelated tweets,0.0,Neutral
1100,#accessibility citizens are demanding our full CRPD rights across all provinces and territories. Time is now! #elxn43,unrelated tweets,0.4375,Positive
1101,#accessibility citizens are demanding our full #CRPD rights across all provinces and territories. Time is now! #elxn43',unrelated tweets,0.4375,Positive
1102,"Scheer is filthy. He must be nervous now, because one way or another he knows this will land at his door. That s WHY he refuses to comment. Conservatives have never won without cheating. Canadian Voters Beware. #cdnpoli #cdnmedia #elxn43 #ChooseForwardWithTrudeau",conservatives,-0.8,Negative
1103,Exactly. #CPC Barely registering double digits in Montreal yet the local paper endorses the #CPC leader. The editors not in control. The Amer-Con Boardroom is. #cdnpoli #elxn43,conservatives,0.075,Positive
1104,OUR sentiments exactly! #elxn43 #cndpoli #cdnpoli,other_election_topics,0.3125,Positive
1105,Survey responses to date have arrived #elxn43 #ItsOurVote #animalwelfare #CDNvote2019 #cdnpoli,other_election_topics,0.0,Neutral
1106,"Progressives in #OttawaCentre, you have the opportunity to vote for an MP who reflects the change you wish to see! can defeat if you show up Monday and give her your vote! #cdnpoli #elxn43",other_election_topics,0.0,Neutral
1107,Any unsure voters in these ridings remember to consider the their platform! The race is tight in these ridings and your support could help them secure these seats! #elxn43 #NDP #StJohns #Danforth #Niagara #Surrey #NewFoundLand #Ontario #BritishColumbia,ndp,0.1607142857142857,Positive
1108,...the story didn t need torquing up. Junior s interference in the SNC-Lavalin court case was Obstruction of Justice and he needs to answer for it. Period #elxn43,unrelated tweets,0.0,Neutral
1109,...how do you know this story is even true? Doesn t the timing seem a little suspect? Like the Trudeau threat vest... We need a majority and Junior knows that. #elxn43,liberals,0.08124999999999999,Positive
1110,"...there s that, too However, if Blackface Boy gets back in we re gone. #elxn43",unrelated tweets,0.0,Neutral
1111,...count on it #elxn43,unrelated tweets,0.0,Neutral
1112,100% ITS TIME TO TAKE OUR COUNTRY BACK! #VotePPC2019 #cdnelxn2019 #elxn43,unrelated tweets,0.0,Neutral
1113,1300 in Milton? When has that ever happened in an election campaign? #elxn43,unrelated tweets,0.0,Neutral
1114,2 days till E-Day! Dream campaign team strategizing for the big one. #elxn43 #UniRose,unrelated tweets,0.0,Neutral
1115,"2/2 The most curious thing about the two Liberal candidate brochures I just received is that, between them, the total number of times they mention... Liberal Party: 10 (incl 4 logos) Andrew Scheer: 6 Conservative Party: 6 Doug Ford: 2 Justin Trudeau: 0 #elxn43 #cdnpoli",liberals,0.1333333333333333,Positive
1116,3 endorsements (#elxn43). Not party-based. Indivs only Van South. Committed to community supporting new youth leadership. Van Quadra. Great on environment principled. Fleetwood-Port Kells Amazing anti-racist advocate. #cdnpoli',other_election_topics,0.3572727272727273,Positive
1117,3/3 Perhaps we will reverse direction. Perhaps the PM at the time will even issue an apology. Perhaps. But that will not bring back those whose lives were lost needlessly nor will it lessen the fear that people with disabilities will live with in the meantime. #elxn43 #MAiD',unrelated tweets,-0.1212121212121212,Negative
1118,33 Reasons Why You Shouldn t Vote Conservative,conservatives,0.0,Neutral
1119,33 things to know about #AndrewSheer before you vote on Monday,other_election_topics,0.0,Neutral
1120,4 years ago today PM was elected. It was an incredible nignt! I cried I was so happy. He has changed my life so much. He deserves #FourMoreYears #ChooseForward #IStandWithTrudeau #TeamTrudeau #VoteLiberal #elxn43',liberals,0.6666666666666666,Positive
1121,"4 years ago today, Justin Trudeau became the PM of Canada. On Monday, will Trudeau remain PM in either a majority or minority parliament for the Grits or will Andrew Scheer win to flip control back to the dreaded Tories? #Elxn43 #CDNpoli #CanadaVotes'",liberals,0.4,Positive
1122,"49% of Indigenous Peoples say access to high-quality, culturally-appropriate health care is an extremely important issue to them when deciding who to vote for, according to our recent survey for #elxn43",other_election_topics,0.2,Positive
1123,"68% of Canadian businesses are experiencing a shortage of skilled workers. We can close the talent and skills gap through better skills forecasting, more training, and consistent recognition of professional certifications. #elxn43 #elxn2019",unrelated tweets,0.37,Positive
1124,7-Day #GoogleTrend search #data still shows is still the most searched leader. Searches for #Scheer topped #SK with Mr. Singh a close 2nf. This may have to do with a story that came out earlier that could see the #NDP candidate defeat Scheer. #cdnpoli #elxn43,ndp,0.25,Positive
1125,A Buffalo website is publishing false viral stories about Justin Trudeau and there s nothing Canada can do about it The Star #cdnpoli #elxn43 #ChooseForward #ScheerLies #KinsellaGate,liberals,-0.4000000000000001,Negative
1126,A complete listing of anti-choice bills and motions that attempted to re-open criminalize/undermine abortion rights: #elxn43 #cdnpoli #abortion,other_election_topics,0.1,Positive
1127,A Conservative minority government being elected tomorrow might not be so bad.... IF it forces and to form a #coalition to #StopScheer. (1/2) #elxn43 #cdnpoli #cdnelxn2019',conservatives,-0.6999999999999998,Negative
1128,A disappointment in #elxn43 is that I believe Canada needs a strong and presence in Parliament more than a strong NDP presence and it doesn t look like that s going to happen. #canadavotes2019',ndp,0.1916666666666667,Positive
1129,A fair warning from our neighbour. They can see what s happening; they re living it. Forget about platform differences on the Left. We re voting to keep the most stable and successful govts in a newly fascist world. A CPC maj. govt would crush any NDP/GP/LPC opposition.#elxn43,liberals,0.4172727272727273,Positive
1130,"A free piece of advise and common sense for Liberals, NDP, Greenies, and the climate yaps. #elxn43 #cdnpoli",liberals,0.05000000000000002,Positive
1131,A friend of mine posted this little nugget on FB. Just one example of the #ScheerAndPresentDanger the Regressive Conservatives pose for this country... #cdnpoli #cdnelxn2019 #elxn43 #sexism,conservatives,-0.1875,Negative
1132,"A gentle reminder that debunked articles from Buffalo Chronicle are regularly retweeted by sitting CPC MPs, candidates strategists to Cdn voters #elxn43",conservatives,0.1,Positive
1133,A look back at campaign #elxn43 and some scenarios of what may happen Monday night. #cdnpoli,other_election_topics,0.0,Neutral
1134,"A lot of busted signs in #KanataCarleton not regular wear and tear either, but active vandalism. That s ok haters, you re not going to stop us.",unrelated tweets,0.1222222222222222,Positive
1135,"A lot of heart in Alberta, evidenced by the crowd at the #ClimateAction rally in #Edmonton. #cdnpoli #elxn43",other_election_topics,0.0,Neutral
1136,A must read #elxn43,unrelated tweets,0.0,Neutral
1137,A perfect day for canvassing in Guelph with your awesome team! #elxn43,unrelated tweets,1.0,Positive
1138,A quick lunch break after a solid morning of door knocking in Yellowknife. Thank you so much for all of your help today! #victoryisknocking #cdnpoli #elxn43 #yanikdaigle #nwtconservative #nwtpoli,other_election_topics,0.1944444444444444,Positive
1139,"A really great discussion on Indigenous issues in #elxn43, well worth a listen #cdnpoli",other_election_topics,0.55,Positive
1140,"A reminder of this #Kinsellouts sleazoid tweet, a month ago. Hey Warren, now do an ""almost-the-same-age"" as your mother spin. #KinsellaGate #defundCPC #elxn43",unrelated tweets,0.0,Neutral
1141,A significant outcome of #elxn43 is that many more adults now know what Tik Tok is',unrelated tweets,0.4583333333333333,Positive
